"LEA_STATE","NMCNTY","total_ct_enr","total_ct_gt_enr","group_enr_ct","group_gt_enr_ct","group_missing_count_lower","group_missing_count_upper","group_missing_perc_lower","group_missing_perc_upper","group","year","region","state_perc_gt","state_nonT1_perc_gt"
"CA","San Mateo County",94157,3190,1783,16,93,134,0.853211009174312,0.893333333333333,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Barbara County",70716,4762,358,60,2,3,0.032258064516129,0.0476190476190476,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Clara County",272808,4689,1289,16,62,93,0.794871794871795,0.853211009174312,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Cruz County",38853,1872,70,4,3,4,0.428571428571429,0.5,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Shasta County",25897,1921,104,3,4,6,0.571428571428571,0.666666666666667,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sierra County",410,0,3,0,0,0,NA,NA,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Siskiyou County",6334,92,21,0,1,2,1,1,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Solano County",64850,3511,777,47,19,27,0.287878787878788,0.364864864864865,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sonoma County",68490,2150,320,8,12,19,0.6,0.703703703703704,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Stanislaus County",112510,6359,1113,55,37,51,0.402173913043478,0.481132075471698,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sutter County",22560,617,75,4,2,3,0.333333333333333,0.428571428571429,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tehama County",10941,0,25,0,2,2,1,1,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Trinity County",1424,25,5,0,0,0,NA,NA,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tulare County",105179,1402,218,2,12,17,0.857142857142857,0.894736842105263,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tuolumne County",5726,130,24,2,1,1,0.333333333333333,0.333333333333333,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Ventura County",149895,8687,1087,142,14,19,0.0897435897435897,0.118012422360248,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Yolo County",31347,2573,214,24,4,5,0.142857142857143,0.172413793103448,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Yuba County",14385,290,67,1,3,5,0.75,0.833333333333333,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA",NA,19253,7,87,0,5,7,1,1,"NHPI",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Alameda County",228440,15199,13774,780,312,432,0.285714285714286,0.356435643564356,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Alpine County",79,0,2,0,0,0,NA,NA,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Amador County",4190,166,271,13,6,10,0.315789473684211,0.434782608695652,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Butte County",31381,622,2115,32,97,147,0.751937984496124,0.82122905027933,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Calaveras County",5064,0,281,0,17,24,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Colusa County",4847,33,30,0,2,3,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Contra Costa County",178930,6777,12376,358,396,685,0.525198938992042,0.656759348034516,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Del Norte County",4235,436,240,21,1,1,0.0454545454545454,0.0454545454545454,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","El Dorado County",29332,470,1512,25,67,102,0.728260869565217,0.803149606299213,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Fresno County",207363,4884,4050,138,159,221,0.535353535353535,0.615598885793872,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Glenn County",5308,26,102,0,6,9,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Humboldt County",18248,591,1482,35,55,90,0.611111111111111,0.72,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Imperial County",38580,1746,213,9,7,9,0.4375,0.5,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Inyo County",2696,0,174,0,11,15,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Kern County",188462,10660,3758,162,108,155,0.4,0.488958990536278,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Kings County",28930,86,708,6,37,54,0.86046511627907,0.9,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Lake County",9432,40,559,1,34,46,0.971428571428571,0.978723404255319,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Lassen County",3784,21,72,0,4,6,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Los Angeles County",1461399,115518,41075,3646,574,795,0.136018957345972,0.179013735645125,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Lyon County",151,0,1,0,0,0,NA,NA,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Madera County",32225,145,502,1,29,41,0.966666666666667,0.976190476190476,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Marin County",33674,403,1620,36,63,101,0.636363636363636,0.737226277372263,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Mariposa County",1885,0,139,0,8,12,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Mendocino County",13204,296,580,9,27,40,0.75,0.816326530612245,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Merced County",58804,2491,1020,63,26,36,0.292134831460674,0.363636363636364,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Modoc County",1006,0,26,0,2,2,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Mono County",1630,0,24,0,1,2,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Monterey County",80545,822,1642,14,86,125,0.86,0.899280575539568,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Napa County",20946,1648,772,91,2,3,0.021505376344086,0.0319148936170213,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Nevada County",13584,172,626,0,38,53,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Orange County",491662,49813,19886,2313,138,192,0.0563035495716034,0.0766467065868263,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Placer County",66661,4408,4302,297,80,111,0.212201591511936,0.272058823529412,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Plumas County",2167,0,94,0,6,8,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Riverside County",430747,17647,14767,517,456,728,0.468653648509764,0.584738955823293,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sacramento County",251214,14424,18259,1160,274,380,0.191073919107392,0.246753246753247,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Benito County",10899,39,246,1,15,20,0.9375,0.952380952380952,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Bernardino County",406405,29792,12563,738,238,330,0.243852459016393,0.308988764044944,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Diego County",503351,51507,31036,4184,497,688,0.106173894466994,0.141215106732348,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Francisco County",57870,4,3719,0,227,313,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Joaquin County",150236,4984,6126,178,213,339,0.544757033248082,0.655705996131528,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Luis Obispo County",34701,1234,1162,41,30,57,0.422535211267606,0.581632653061224,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Mateo County",94157,3190,6933,312,274,379,0.467576791808874,0.548480463096961,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Barbara County",70716,4762,1900,139,24,34,0.147239263803681,0.196531791907514,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Clara County",272808,4689,14363,294,693,959,0.702127659574468,0.76536312849162,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Cruz County",38853,1872,1322,16,65,96,0.802469135802469,0.857142857142857,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Shasta County",25897,1921,1664,135,77,107,0.363207547169811,0.442148760330579,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sierra County",410,0,0,0,NA,NA,NA,NA,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Siskiyou County",6334,92,467,2,27,38,0.931034482758621,0.95,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Solano County",64850,3511,5230,384,102,141,0.209876543209877,0.268571428571429,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sonoma County",68490,2150,2871,112,105,145,0.483870967741935,0.56420233463035,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Stanislaus County",112510,6359,4757,390,109,151,0.218436873747495,0.279112754158965,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sutter County",22560,617,1279,57,28,51,0.329411764705882,0.472222222222222,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tehama County",10941,0,360,0,22,30,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Trinity County",1424,25,115,6,6,8,0.5,0.571428571428571,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tulare County",105179,1402,1820,35,94,131,0.728682170542636,0.789156626506024,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tuolumne County",5726,130,177,0,11,15,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Ventura County",149895,8687,5216,437,95,131,0.178571428571429,0.230633802816901,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Yolo County",31347,2573,638,64,6,8,0.0857142857142857,0.111111111111111,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Yuba County",14385,290,991,17,44,67,0.721311475409836,0.797619047619048,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA",NA,19253,7,743,0,45,62,1,1,"TMR",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Alameda County",228440,15199,41566,3158,687,952,0.178673602080624,0.231630170316302,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Alpine County",79,0,35,0,2,3,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Amador County",4190,166,2810,120,63,117,0.344262295081967,0.493670886075949,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Butte County",31381,622,18346,435,736,1112,0.628522630230572,0.718810601163542,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Calaveras County",5064,0,3587,0,218,302,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Colusa County",4847,33,925,22,50,70,0.694444444444444,0.760869565217391,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Contra Costa County",178930,6777,54420,1857,1456,2732,0.439480833081799,0.595336674656788,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Del Norte County",4235,436,2221,273,8,11,0.0284697508896797,0.0387323943661972,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","El Dorado County",29332,470,19482,340,846,1303,0.713322091062395,0.793061472915399,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Fresno County",207363,4884,35146,2004,728,1008,0.266471449487555,0.334661354581673,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Glenn County",5308,26,1821,13,98,140,0.882882882882883,0.915032679738562,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Humboldt County",18248,591,10727,433,387,536,0.471951219512195,0.553147574819401,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Imperial County",38580,1746,1785,208,27,37,0.114893617021277,0.151020408163265,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Inyo County",2696,0,1045,0,64,88,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Kern County",188462,10660,42716,2893,1184,1639,0.290409614912926,0.361650485436893,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Kings County",28930,86,5755,31,320,454,0.911680911680912,0.936082474226804,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Lake County",9432,40,4772,26,274,380,0.913333333333333,0.935960591133005,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Lassen County",3784,21,2597,20,138,199,0.873417721518987,0.908675799086758,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Los Angeles County",1461399,115518,209487,20274,2849,3946,0.12321065605674,0.162923203963666,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Lyon County",151,0,25,0,2,2,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Madera County",32225,145,6409,102,340,471,0.769230769230769,0.821989528795812,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Marin County",33674,403,19134,269,896,1345,0.769098712446352,0.833333333333333,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Mariposa County",1885,0,1293,0,79,109,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Mendocino County",13204,296,5781,170,182,318,0.517045454545455,0.651639344262295,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Merced County",58804,2491,9228,557,283,393,0.336904761904762,0.413684210526316,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Modoc County",1006,0,687,0,42,58,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Mono County",1630,0,680,0,41,57,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Monterey County",80545,822,10236,190,447,673,0.701726844583987,0.779837775202781,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Napa County",20946,1648,6199,676,58,80,0.0790190735694823,0.105820105820106,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Nevada County",13584,172,9816,152,515,714,0.772113943028486,0.824480369515012,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Orange County",491662,49813,127786,14262,941,1303,0.0618956784845096,0.0837134596851911,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Placer County",66661,4408,41908,3069,753,1043,0.19701726844584,0.253647859922179,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Plumas County",2167,0,1591,0,97,134,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Riverside County",430747,17647,89902,4081,2481,3500,0.378085949405669,0.461680517082179,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sacramento County",251214,14424,76692,4551,2102,2911,0.315947692770179,0.39010989010989,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Benito County",10899,39,2229,14,133,185,0.904761904761905,0.92964824120603,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Bernardino County",406405,29792,70641,6068,1535,2125,0.201893989214784,0.259367752959844,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Diego County",503351,51507,151386,17599,3004,4159,0.145804009124885,0.191148083463554,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Francisco County",57870,4,8506,2,517,716,0.996146435452794,0.997214484679666,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Joaquin County",150236,4984,27263,1627,855,1184,0.344480257856567,0.421202419067947,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Luis Obispo County",34701,1234,17871,891,493,682,0.35621387283237,0.433566433566434,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","San Mateo County",94157,3190,25941,1282,1066,1476,0.454003407155026,0.535170413343002,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Barbara County",70716,4762,16560,1869,236,326,0.112114014251781,0.148519362186788,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Clara County",272808,4689,53801,1471,2519,3488,0.631328320802005,0.703367614438395,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Santa Cruz County",38853,1872,14594,695,590,817,0.459143968871595,0.540343915343915,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Shasta County",25897,1921,17673,1392,783,1084,0.36,0.437802907915994,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sierra County",410,0,333,0,20,28,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Siskiyou County",6334,92,3801,68,205,283,0.750915750915751,0.806267806267806,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Solano County",64850,3511,16409,1411,266,368,0.158616577221228,0.206857785272625,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sonoma County",68490,2150,29258,1454,884,1224,0.378100940975192,0.457057505601195,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Stanislaus County",112510,6359,30028,2410,758,1049,0.239267676767677,0.303266840127204,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Sutter County",22560,617,8932,240,313,513,0.566003616636528,0.681274900398406,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tehama County",10941,0,5663,0,345,478,1,1,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Trinity County",1424,25,1002,18,52,73,0.742857142857143,0.802197802197802,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tulare County",105179,1402,16509,335,719,1057,0.682163187855787,0.75933908045977,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Tuolumne County",5726,130,4217,112,144,243,0.5625,0.684507042253521,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Ventura County",149895,8687,46601,3897,786,1088,0.167841127482383,0.218254764292879,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Yolo County",31347,2573,10640,838,311,430,0.270670147954743,0.339116719242902,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA","Yuba County",14385,290,6074,158,212,354,0.572972972972973,0.69140625,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
"CA",NA,19253,7,4342,2,263,364,0.992452830188679,0.994535519125683,"White",2017,"Pacific",0.0608958070960491,0.084325689438006
